Loan_amount,Income,Term,Loan_purpose
306500,8160,360,Personal
306500,8160,300,Personal
306500,8160,360,Mortgage
306500,8160,180,Mortgage
306500,8160,180,Education
306500,8160,360,Mortgage
296500,8160,360,Education
296500,8160,360,Personal
296500,8160,360,Personal
296500,8160,360,Mortgage
286500,8160,360,Mortgage
286500,8160,360,Education
286500,8160,360,Mortgage
286500,8160,324,Mortgage
286500,8160,240,Education
286500,8160,180,Mortgage
286500,8160,360,Education
286500,8160,360,Investment
286500,8160,180,Education
286500,8160,180,Personal
286500,8160,324,Mortgage
286500,8160,360,Personal
276500,8160,360,Education
276500,8160,180,Personal
276500,8160,360,Mortgage
266500,8160,360,Investment
266500,8160,360,Personal
266500,8160,360,Mortgage
266500,8160,360,Mortgage
266500,8160,324,Education
266500,8160,180,Mortgage
256500,8160,180,Mortgage
256500,8160,360,Education
256500,8160,360,Personal
256500,8160,324,Mortgage
256500,8160,360,Mortgage
256500,8160,240,Mortgage
256500,8160,180,Personal
256500,8160,360,Mortgage
256500,8160,360,Personal
246500,8160,360,Education
246500,8160,360,Personal
246500,8160,360,Mortgage
246500,8160,240,Mortgage
246500,8160,360,Education
246500,8160,240,Personal
236500,8160,360,Personal
236500,8160,180,Mortgage
226500,8160,360,Mortgage
226500,8160,180,Mortgage
226500,8160,180,Mortgage
216500,8160,180,Mortgage
216500,8160,360,Personal
216500,8160,180,Personal
206500,8160,360,Personal
206500,8160,240,Personal
206500,8160,180,Personal
196500,8160,360,Education
196500,8160,240,Personal
186500,8160,240,Mortgage
186500,8160,180,Personal
186500,8160,360,Mortgage
186500,8160,360,Mortgage
176500,8160,360,Education
176500,8160,360,Personal
176500,8160,120,Mortgage
176500,8160,360,Mortgage
166500,8160,360,Mortgage
166500,8160,360,Mortgage
166500,8160,360,Mortgage
166500,8160,360,Mortgage
166500,8160,360,Personal
156500,8160,180,Education
156500,8160,360,Personal
146500,8160,360,Mortgage
146500,8160,180,Personal
146500,8160,360,Mortgage
136500,8160,360,Personal
136500,8160,180,Personal
116500,8160,360,Mortgage
116500,8160,360,Personal
106500,8160,360,Personal
106500,8160,360,Mortgage
106500,8160,360,Personal
106500,8160,120,Personal
76500,8160,360,Personal
936500,8100,360,Education
846500,8100,360,Personal
786500,8100,360,Mortgage
776500,8100,360,Education
766500,8100,360,Mortgage
766500,8100,360,Personal
746500,8100,360,Personal
746500,8100,360,Investment
746500,8100,360,Mortgage
736500,8100,360,Personal
726500,8100,360,Mortgage
726500,8100,360,Mortgage
726500,8100,360,Personal
726500,8100,360,Personal
726500,8100,360,Personal
716500,8100,360,Personal
706500,8100,360,Personal
706500,8100,360,Education
706500,8100,360,Personal
696500,8100,360,Mortgage
696500,8100,360,Personal
696500,8100,360,Personal
696500,8100,360,Personal
686500,8100,360,Education
686500,8100,360,Mortgage
676500,8100,360,Personal
676500,8100,360,Personal
676500,8100,360,Education
676500,8100,360,Personal
666500,8100,360,Personal
656500,8100,360,Mortgage
656500,8100,360,Personal
656500,8100,360,Personal
656500,8100,360,Mortgage
646500,8100,360,Mortgage
646500,8100,360,Personal
646500,8100,360,Education
646500,8100,360,Mortgage
646500,8100,360,Personal
636500,8100,360,Personal
636500,8100,360,Education
636500,8100,360,Mortgage
636500,8100,360,Mortgage
636500,8100,360,Personal
636500,8100,360,Personal
636500,8100,360,Personal
636500,8100,360,Personal
626500,8100,360,Investment
626500,8100,360,Education
626500,8100,360,Personal
616500,8100,360,Personal
606500,8100,360,Mortgage
606500,8100,360,Personal
606500,8100,360,Mortgage
596500,8100,180,Mortgage
596500,8100,360,Personal
596500,8100,240,Personal
596500,8100,360,Personal
596500,8100,360,Mortgage
596500,8100,324,Personal
596500,8100,360,Mortgage
586500,8100,360,Education
586500,8100,324,Personal
586500,8100,360,Mortgage
586500,8100,360,Personal
586500,8100,360,Education
576500,8100,360,Personal
576500,8100,360,Personal
576500,8100,360,Personal
566500,8100,360,Mortgage
566500,8100,360,Education
566500,8100,360,Investment
566500,8100,360,Personal
566500,8100,360,Personal
566500,8100,360,Mortgage
566500,8100,360,Personal
566500,8100,360,Mortgage
556500,8100,360,Mortgage
556500,8100,360,Personal
556500,8100,360,Mortgage
556500,8100,360,Personal
556500,8100,360,Mortgage
556500,8100,360,Personal
556500,8100,360,Personal
556500,8100,360,Personal
556500,8100,360,Mortgage
546500,8100,360,Mortgage
546500,8100,360,Personal
546500,8100,360,Mortgage
546500,8100,360,Personal
546500,8100,360,Personal
546500,8100,360,Education
536500,8100,360,Personal
536500,8100,360,Mortgage
536500,8100,360,Mortgage
536500,8100,360,Personal
526500,8100,360,Personal
526500,8100,360,Education
526500,8100,360,Personal
526500,8100,360,Mortgage
526500,8100,360,Education
516500,8100,360,Mortgage
516500,8100,360,Personal
516500,8100,360,Personal
506500,8100,360,Education
506500,8100,360,Personal
506500,8100,360,Personal
506500,8100,360,Personal
506500,8100,240,Mortgage
506500,8100,360,Mortgage
506500,8100,360,Personal
506500,8100,360,Personal
496500,8100,360,Mortgage
486500,8100,360,Mortgage
486500,8100,240,Personal
486500,8100,360,Personal
486500,8100,360,Personal
486500,8100,360,Personal
486500,8100,360,Mortgage
486500,8100,240,Personal
486500,8100,240,Personal
486500,8100,360,Mortgage
486500,8100,360,Mortgage
486500,8100,360,Personal
486500,8100,360,Mortgage
476500,8100,240,Mortgage
476500,8100,360,Personal
476500,8100,360,Personal
476500,8100,360,Education
476500,8100,360,Mortgage
476500,8100,360,Personal
466500,8100,360,Education
466500,8100,300,Personal
466500,8100,360,Education
466500,8100,360,Personal
466500,8100,360,Personal
466500,8100,360,Personal
466500,8100,180,Personal
466500,8100,360,Mortgage
466500,8100,360,Investment
466500,8100,360,Personal
466500,8100,360,Mortgage
466500,8100,360,Education
466500,8100,360,Mortgage
466500,8100,360,Personal
456500,8100,360,Personal
456500,8100,360,Education
456500,8100,360,Mortgage
456500,8100,348,Personal
456500,8100,360,Personal
456500,8100,360,Personal
456500,8100,360,Personal
456500,8100,360,Mortgage
456500,8100,360,Personal
456500,8100,360,Mortgage
456500,8100,360,Education
446500,8100,360,Personal
446500,8100,360,Personal
446500,8100,180,Mortgage
446500,8100,360,Personal
446500,8100,360,Mortgage
446500,8100,360,Education
446500,8100,360,Personal
446500,8100,360,Education
436500,8100,300,Personal
436500,8100,360,Personal
436500,8100,360,Education
426500,8100,180,Education
426500,8100,240,Education
426500,8100,240,Personal
426500,8100,360,Education
426500,8100,360,Personal
426500,8100,360,Personal
426500,8100,360,Mortgage
416500,8100,360,Education
416500,8100,360,Mortgage
416500,8100,360,Mortgage
416500,8100,360,Education
416500,8100,144,Mortgage
416500,8100,360,Mortgage
416500,8100,300,Education
416500,8100,360,Personal
416500,8100,360,Education
406500,8100,240,Personal
406500,8100,360,Mortgage
406500,8100,360,Mortgage
406500,8100,360,Mortgage
406500,8100,360,Education
406500,8100,360,Mortgage
406500,8100,360,Education
406500,8100,360,Education
406500,8100,360,Investment
396500,8100,300,Personal
396500,8100,360,Mortgage
396500,8100,360,Education
396500,8100,360,Personal
396500,8100,180,Education
396500,8100,348,Mortgage
386500,8100,324,Personal
386500,8100,360,Education
386500,8100,360,Mortgage
386500,8100,360,Education
386500,8100,360,Personal
386500,8100,360,Personal
376500,8100,360,Investment
376500,8100,360,Personal
376500,8100,360,Investment
376500,8100,360,Mortgage
376500,8100,360,Personal
376500,8100,360,Mortgage
366500,8100,288,Education
366500,8100,360,Personal
366500,8100,324,Mortgage
366500,8100,360,Mortgage
366500,8100,360,Mortgage
366500,8100,360,Mortgage
366500,8100,360,Personal
366500,8100,360,Personal
366500,8100,360,Education
366500,8100,360,Mortgage
366500,8100,324,Education
366500,8100,360,Education
366500,8100,360,Personal
356500,8100,276,Personal
356500,8100,240,Personal
356500,8100,360,Mortgage
356500,8100,360,Education
356500,8100,360,Mortgage
356500,8100,360,Education
356500,8100,360,Personal
356500,8100,360,Personal
356500,8100,180,Education
346500,8100,360,Personal
346500,8100,360,Mortgage
346500,8100,360,Mortgage
346500,8100,360,Personal
346500,8100,360,Education
346500,8100,360,Personal
346500,8100,360,Education
346500,8100,300,Personal
346500,8100,360,Education
336500,8100,240,Mortgage
336500,8100,360,Personal
336500,8100,360,Education
336500,8100,360,Education
336500,8100,360,Mortgage
336500,8100,180,Personal
336500,8100,360,Mortgage
336500,8100,360,Personal
336500,8100,360,Mortgage
336500,8100,360,Education
336500,8100,360,Personal
326500,8100,180,Personal
326500,8100,360,Education
326500,8100,300,Investment
326500,8100,360,Education
326500,8100,360,Personal
326500,8100,360,Personal
326500,8100,360,Personal
326500,8100,360,Personal
326500,8100,360,Personal
326500,8100,360,Mortgage
316500,8100,360,Personal
316500,8100,360,Personal
316500,8100,360,Personal
316500,8100,240,Personal
316500,8100,360,Mortgage
316500,8100,360,Mortgage
316500,8100,324,Education
316500,8100,180,Mortgage
316500,8100,360,Personal
316500,8100,360,Education
306500,8100,300,Personal
306500,8100,360,Personal
306500,8100,360,Education
306500,8100,240,Education
306500,8100,240,Mortgage
306500,8100,180,Personal
306500,8100,240,Personal
306500,8100,360,Personal
306500,8100,324,Personal
306500,8100,324,Mortgage
296500,8100,360,Mortgage
296500,8100,360,Mortgage
296500,8100,180,Mortgage
296500,8100,360,Investment
296500,8100,240,Personal
296500,8100,228,Personal
296500,8100,360,Personal
296500,8100,360,Mortgage
286500,8100,360,Mortgage
286500,8100,360,Mortgage
286500,8100,360,Personal
286500,8100,180,Mortgage
286500,8100,360,Investment
286500,8100,360,Personal
286500,8100,360,Personal
276500,8100,360,Mortgage
276500,8100,360,Personal
276500,8100,360,Personal
276500,8100,360,Mortgage
276500,8100,180,Mortgage
276500,8100,180,Personal
276500,8100,360,Personal
266500,8100,180,Personal
266500,8100,180,Mortgage
266500,8100,360,Personal
266500,8100,180,Mortgage
266500,8100,180,Personal
256500,8100,360,Education
256500,8100,360,Personal
256500,8100,360,Education
256500,8100,360,Personal
256500,8100,360,Personal
256500,8100,360,Education
256500,8100,360,Personal
256500,8100,360,Personal
256500,8100,360,Personal
246500,8100,180,Mortgage
246500,8100,180,Education
246500,8100,360,Personal
246500,8100,360,Mortgage
246500,8100,180,Education
236500,8100,360,Personal
236500,8100,180,Mortgage
236500,8100,360,Personal
236500,8100,360,Mortgage
236500,8100,360,Personal
226500,8100,180,Mortgage
226500,8100,360,Personal
226500,8100,180,Mortgage
226500,8100,360,Personal
226500,8100,360,Personal
226500,8100,360,Mortgage
216500,8100,180,Mortgage
216500,8100,180,Personal
216500,8100,360,Education
216500,8100,360,Education
216500,8100,360,Personal
206500,8100,360,Education
206500,8100,360,Personal
206500,8100,240,Mortgage
206500,8100,180,Mortgage
206500,8100,120,Mortgage
206500,8100,96,Mortgage
206500,8100,360,Education
196500,8100,180,Mortgage
196500,8100,360,Personal
196500,8100,240,Investment
196500,8100,360,Education
186500,8100,360,Mortgage
186500,8100,360,Mortgage
176500,8100,180,Mortgage
176500,8100,360,Education
176500,8100,180,Education
166500,8100,96,Personal
166500,8100,240,Education
166500,8100,360,Mortgage
166500,8100,180,Personal
156500,8100,300,Mortgage
156500,8100,360,Mortgage
156500,8100,360,Personal
156500,8100,180,Mortgage
156500,8100,360,Mortgage
146500,8100,360,Mortgage
146500,8100,360,Mortgage
146500,8100,180,Education
146500,8100,360,Personal
146500,8100,240,Personal
136500,8100,360,Mortgage
136500,8100,360,Personal
136500,8100,360,Mortgage
136500,8100,360,Education
126500,8100,360,Education
126500,8100,144,Education
126500,8100,360,Mortgage
116500,8100,180,Personal
116500,8100,180,Mortgage
116500,8100,240,Mortgage
106500,8100,360,Personal
106500,8100,360,Personal
106500,8100,360,Personal
106500,8100,360,Personal
106500,8100,360,Mortgage
1036500,8040,360,Personal
1006500,8040,360,Personal
896500,8040,360,Education
896500,8040,360,Mortgage
866500,8040,360,Mortgage
786500,8040,360,Personal
786500,8040,360,Personal
766500,8040,360,Mortgage
746500,8040,360,Mortgage
726500,8040,360,Education
726500,8040,360,Personal
726500,8040,360,Personal
726500,8040,360,Education
716500,8040,360,Personal
696500,8040,360,Education
696500,8040,360,Mortgage
686500,8040,360,Education
686500,8040,360,Personal
676500,8040,360,Education
676500,8040,360,Personal
676500,8040,360,Mortgage
676500,8040,360,Mortgage
676500,8040,360,Personal
676500,8040,360,Mortgage
666500,8040,360,Mortgage
666500,8040,360,Personal
666500,8040,360,Education
666500,8040,360,Mortgage
666500,8040,360,Personal
666500,8040,360,Personal
656500,8040,360,Personal
646500,8040,360,Personal
636500,8040,360,Personal
636500,8040,360,Mortgage
636500,8040,360,Personal
626500,8040,360,Mortgage
626500,8040,360,Education
626500,8040,360,Education
626500,8040,360,Education
616500,8040,360,Education
616500,8040,360,Mortgage
606500,8040,360,Mortgage
596500,8040,360,Personal
596500,8040,360,Personal
586500,8040,360,Education
586500,8040,360,Personal
586500,8040,360,Personal
576500,8040,360,Mortgage
576500,8040,360,Personal
576500,8040,360,Personal
566500,8040,360,Mortgage
566500,8040,360,Mortgage
566500,8040,360,Personal
566500,8040,360,Investment
556500,8040,360,Education
556500,8040,360,Mortgage
556500,8040,360,Mortgage
556500,8040,360,Personal
546500,8040,360,Mortgage
546500,8040,360,Mortgage
546500,8040,360,Personal
546500,8040,360,Mortgage
546500,8040,360,Education
546500,8040,360,Personal
546500,8040,360,Mortgage
546500,8040,360,Personal
546500,8040,360,Personal
536500,8040,360,Mortgage
536500,8040,360,Personal
536500,8040,360,Personal
536500,8040,360,Mortgage
526500,8040,360,Personal
526500,8040,240,Personal
526500,8040,360,Personal
526500,8040,360,Mortgage
526500,8040,360,Mortgage
526500,8040,360,Personal
516500,8040,360,Education
516500,8040,360,Personal
506500,8040,360,Personal
506500,8040,360,Personal
496500,8040,360,Education
496500,8040,360,Mortgage
496500,8040,360,Personal
486500,8040,360,Personal
486500,8040,360,Mortgage
486500,8040,360,Personal
486500,8040,300,Personal
486500,8040,360,Investment
486500,8040,360,Personal
486500,8040,360,Mortgage
486500,8040,360,Education
486500,8040,360,Personal
486500,8040,324,Mortgage
486500,8040,360,Personal
486500,8040,360,Mortgage
486500,8040,360,Mortgage
486500,8040,360,Personal
476500,8040,360,Mortgage
476500,8040,360,Education
476500,8040,360,Education
476500,8040,360,Education
476500,8040,360,Personal
476500,8040,360,Personal
476500,8040,360,Personal
476500,8040,360,Education
476500,8040,360,Education
466500,8040,360,Mortgage
466500,8040,360,Mortgage
466500,8040,240,Personal
466500,8040,360,Personal
466500,8040,360,Personal
466500,8040,360,Education
456500,8040,360,Personal
456500,8040,360,Personal
456500,8040,360,Personal
456500,8040,360,Education
456500,8040,360,Personal
446500,8040,360,Personal
446500,8040,360,Mortgage
446500,8040,360,Mortgage
446500,8040,360,Mortgage
446500,8040,360,Personal
446500,8040,360,Education
446500,8040,360,Education
446500,8040,360,Personal
446500,8040,360,Mortgage
446500,8040,360,Personal
436500,8040,360,Mortgage
