Loan_amount,Income,Term
266500,0,360
326500,10440,360
246500,3720,360
176500,2340,324
436500,5520,360
386500,4380,360
126500,4320,360
266500,4920,360
296500,5520,240
286500,5460,360
156500,7320,180
416500,27120,360
186500,8400,180
126500,3180,360
616500,14160,360
96500,3240,180
296500,3060,360
216500,5220,360
146500,3780,360
146500,0,360
226500,2520,360
156500,9720,360
216500,3780,360
646500,8520,360
526500,8100,360
306500,10860,360
456500,12720,360
156500,3600,360
136500,5100,240
726500,37800,360
286500,4500,360
276500,5520,360
726500,20220,360
346500,10860,360
116500,2520,360
106500,1320,300
436500,7920,360
216500,0,360
596500,4800,360
276500,4740,360
106500,7980,360
366500,5100,360
186500,3600,360
96500,2580,180
356500,4560,360
406500,7200,360
136500,5640,360
456500,0,360
356500,10800,360
206500,6540,240
136500,2940,360
216500,5400,240
296500,1740,360
86500,1920,360
416500,4500,360
136500,3060,360
266500,6660,360
206500,10020,180
316500,3300,360
156500,3720,360
216500,0,360
306500,7320,360
226500,4020,360
156500,2700,360
1166500,15840,360
376500,3180,360
186500,4200,360
146500,2700,360
366500,4140,360
406500,7020,360
366500,7140,360
306500,3300,360
246500,9960,240
76500,2160,180
226500,6840,360
326500,0,360
326500,6240,360
276500,3600,360
666500,12660,360
206500,4620,180
156500,3000,360
566500,9480,360
116500,5460,360
646500,15480,360
276500,6060,360
136500,2220,360
166500,2580,360
326500,9420,360
126500,6300,180
356500,2880,360
396500,9300,324
296500,3840,360
306500,4800,360
386500,2640,360
256500,8700,360
96500,2160,300
196500,0,360
696500,22200,360
226500,4140,360
476500,10800,360
296500,9000,180
246500,0,360
386500,7620,360
516500,7740,360
486500,7920,360
726500,8040,360
476500,6720,360
96500,660,360
176500,4920,180
256500,5220,180
556500,7800,360
266500,3420,360
236500,6780,240
156500,3060,360
316500,5100,360
366500,10920,360
176500,2940,180
316500,9000,360
726500,9180,360
96500,1860,132
326500,6240,360
196500,6780,180
116500,5520,180
556500,14400,360
256500,6780,144
76500,3300,360
276500,8460,360
206500,5220,360
336500,6420,360
276500,3960,360
276500,4320,360
176500,0,360
56500,1020,360
936500,9660,360
446500,5340,360
296500,4200,360
396500,4740,180
486500,7980,360
306500,3540,360
606500,7440,360
586500,3600,360
166500,2220,360
276500,4440,360
246500,7380,360
26500,2160,180
666500,13080,360
236500,5820,360
446500,10680,360
106500,2160,360
446500,8220,180
86500,4500,180
326500,8640,360
446500,5640,300
336500,5460,360
486500,16800,360
496500,4380,360
146500,4620,360
416500,3900,360
126500,2760,360
156500,1140,360
396500,3960,360
336500,6420,180
126500,1560,360
156500,4140,360
186500,8340,300
216500,5700,180
236500,5220,360
256500,6240,360
176500,4920,360
156500,2640,180
496500,8880,360
466500,2100,360
216500,1920,360
146500,3660,180
186500,6180,360
196500,5640,360
326500,5280,360
76500,6000,360
266500,5700,360
126500,4740,300
336500,10500,360
456500,16740,180
136500,7260,360
226500,3420,360
236500,6300,360
256500,0,360
186500,3960,360
266500,4800,360
236500,3000,360
526500,6540,360
256500,0,360
106500,1680,360
1196500,19320,180
356500,3180,360
356500,3960,300
236500,4080,360
306500,5460,360
486500,31980,180
286500,3540,360
176500,3360,180
386500,9420,360
506500,6600,360
166500,3360,180
426500,4740,360
106500,1380,360
176500,1980,360
366500,5880,360
106500,2460,360
406500,14040,360
396500,4200,240
336500,7920,360
656500,26100,360
146500,2520,240
226500,4860,180
126500,2220,360
226500,6600,360
136500,0,360
636500,8760,360
186500,2700,360
206500,4380,360
346500,6180,360
366500,5220,300
406500,7680,324
116500,1860,324
406500,15360,360
596500,6960,360
586500,6840,360
226500,5460,180
236500,6840,360
436500,4320,360
156500,1920,300
156500,3420,156
406500,5520,360
76500,3420,180
256500,7020,360
566500,11880,360
296500,3300,360
236500,3480,360
306500,6420,360
376500,2280,360
306500,0,360
326500,8580,360
86500,1560,360
276500,6000,360
146500,3120,360
266500,9000,360
476500,4920,360
236500,4140,360
66500,4860,360
106500,1140,360
76500,1080,360
266500,5340,360
566500,7620,360
586500,0,360
216500,1800,360
276500,4320,360
476500,3720,360
126500,3240,180
86500,4200,180
146500,1680,360
486500,7740,360
176500,0,360
296500,4080,360
66500,840,360
236500,1380,360
386500,1560,240
256500,3420,360
546500,5760,360
106500,2580,360
536500,10560,300
616500,8040,360
346500,0,360
56500,1080,360
306500,3480,360
476500,6420,360
276500,7080,360
236500,12360,180
206500,10380,240
446500,322860,360
276500,5940,360
306500,8220,360
426500,4800,360
166500,3240,360
56500,840,360
106500,1860,360
86500,1440,360
386500,11640,360
126500,1680,360
446500,5940,360
106500,2100,180
186500,2160,360
536500,12960,360
316500,6120,360
276500,3660,360
256500,7440,360
296500,4020,300
186500,2100,360
266500,5400,360
236500,8160,360
446500,7080,360
156500,2880,360
266500,3120,360
296500,6540,360
486500,4740,360
296500,9540,360
156500,4020,180
176500,11520,360
76500,2280,360
286500,3480,360
476500,8820,300
336500,2940,360
556500,6420,360
146500,4140,300
476500,4440,360
256500,3660,360
96500,1980,360
166500,2280,300
726500,10200,360
406500,7800,360
496500,7080,360
66500,1440,360
426500,6120,360
486500,9060,360
386500,5700,360
246500,4380,360
286500,4320,360
356500,4200,360
376500,10860,360
256500,3000,360
406500,5940,360
526500,11640,360
396500,8760,360
306500,0,360
256500,2100,240
506500,9060,360
96500,3780,360
76500,1920,360
286500,5460,360
406500,4560,360
256500,3480,360
106500,5700,180
526500,7980,360
266500,3240,360
116500,5760,360
256500,6840,360
366500,3360,360
336500,4560,240
386500,5460,180
606500,14820,360
586500,9060,360
506500,26580,360
546500,6000,300
436500,4860,360
556500,0,360
216500,2100,360
196500,2520,300
446500,3840,360
256500,8040,180
636500,11520,360
236500,3900,360
586500,2880,360
156500,2340,180
116500,1020,360
246500,2040,360
176500,2880,180
346500,2400,360
546500,0,360
306500,2760,360
226500,4380,360
206500,6300,360
356500,0,360
386500,8520,180
366500,0,360
376500,6480,360
136500,6600,180
186500,59940,360
416500,15720,360
446500,4860,360
266500,5220,360
206500,5100,360
406500,5760,360
156500,3000,360
136500,4680,360
276500,6180,240
376500,4380,360
206500,5100,360
416500,5820,360
306500,2940,360
136500,2640,360
386500,6480,360
186500,3000,240
116500,7320,180
126500,2100,180
466500,23520,360
136500,4260,360
336500,3180,360
666500,3540,360
156500,4740,180
96500,1500,300
286500,12600,360
306500,0,360
356500,5880,360
306500,3480,360
216500,5280,360
126500,1860,360
276500,4140,360
416500,6780,360
466500,8400,360
386500,7860,360
436500,6420,360
406500,9420,240
366500,8400,360
576500,12060,360
216500,4560,360
266500,6480,360
366500,6900,360
386500,7020,360
436500,0,360
336500,5400,240
586500,6900,360
246500,0,360
456500,4800,360
326500,4320,360
486500,0,360
166500,3060,360
336500,5100,360
176500,4860,360
96500,2340,360
56500,1860,360
556500,7260,360
226500,0,360
586500,9360,360
486500,9660,360
276500,6420,360
296500,5640,360
146500,2040,360
326500,7980,360
406500,5220,300
486500,8400,324
226500,1680,360
206500,4020,360
156500,0,180
486500,4860,360
156500,2820,216
246500,4920,360
386500,6720,360
476500,7320,360
346500,3060,360
236500,7020,360
286500,6120,360
266500,4080,360
276500,6780,360
306500,0,360
2596500,13080,360
396500,6360,360
286500,3000,360
76500,1260,360
136500,3960,240
196500,2520,360
316500,0,360
236500,3240,360
86500,2040,360
176500,6480,180
356500,6780,360
306500,6120,360
466500,11940,240
216500,4320,360
326500,7560,180
206500,7080,360
246500,6060,360
506500,12000,360
196500,5220,324
346500,9840,324
476500,13800,360
446500,9180,360
546500,13800,360
346500,1200,360
166500,3600,360
136500,3120,360
306500,7200,360
376500,4800,360
526500,9900,360
336500,5580,300
386500,7200,360
146500,1200,360
356500,10380,360
66500,3480,360
56500,1680,240
236500,6300,300
426500,5700,360
406500,10860,360
246500,3480,360
106500,1680,360
326500,6600,360
406500,8220,240
206500,8940,240
306500,6720,360
96500,3420,360
446500,6300,360
656500,0,360
556500,9780,360
256500,4200,240
206500,5400,180
56500,4380,180
396500,6120,180
306500,5340,360
166500,3600,360
246500,4380,360
116500,3480,120
336500,7740,180
216500,2520,360
266500,4380,300
316500,5100,360
76500,1140,360
166500,3000,360
656500,6780,360
406500,6000,360
296500,0,360
336500,3480,360
446500,4980,360
206500,3240,300
186500,2820,360
146500,4920,96
646500,8880,360
256500,3960,360
146500,5820,180
216500,2640,360
346500,2640,300
356500,4860,180
516500,6600,360
286500,5580,240
116500,1320,360
566500,0,180
216500,2640,360
256500,3840,360
316500,5040,360
196500,5520,180
466500,6960,360
136500,60,360
376500,6480,360
486500,13320,360
106500,5700,360
206500,0,360
306500,7560,360
176500,4860,360
266500,6840,180
236500,3600,240
266500,3120,360
156500,6960,360
306500,5700,336
146500,2700,360
246500,2400,360
166500,5280,360
246500,3180,240
396500,9120,360
196500,2580,300
516500,9840,360
236500,5340,360
686500,15420,360
196500,1680,360
486500,7080,360
256500,6360,360
486500,7500,360
66500,1800,360
456500,15840,360
176500,2820,360
186500,2340,360
596500,6240,360
646500,8580,360
286500,9480,360
256500,6420,300
166500,1680,360
146500,3480,360
86500,5340,360
166500,4320,324
376500,5040,360
1016500,24300,360
226500,2160,360
726500,13740,360
346500,2460,360
136500,5040,360
186500,2400,300
176500,2580,360
326500,2460,360
386500,9840,360
276500,6840,360
236500,7860,360
236500,9960,360
286500,3840,360
126500,12420,360
286500,19380,360
296500,3600,360
186500,11040,360
496500,7680,360
756500,13260,360
86500,1800,360
266500,5400,300
486500,4800,360
36500,6780,360
66500,1140,360
106500,2880,228
206500,2460,360
56500,4320,360
676500,12480,360
156500,3780,300
266500,10860,180
76500,6000,360
226500,3900,360
466500,6420,360
206500,3660,180
646500,27720,360
166500,0,360
156500,8580,360
116500,2940,324
276500,3060,360
306500,9060,360
226500,3660,240
416500,5880,360
906500,4740,360
346500,9960,360
226500,3720,360
236500,3480,360
196500,0,360
146500,3600,360
346500,4560,360
246500,10800,360
356500,3600,360
76500,0,180
376500,7740,360
86500,2580,360
26500,2220,360
156500,7320,360
336500,9000,360
96500,3540,360
996500,16800,360
256500,4620,360
256500,6720,360
506500,5040,360
136500,5160,360
626500,5940,360
436500,4800,360
426500,3300,360
206500,4560,360
226500,4020,360
606500,9540,360
376500,9600,180
236500,3000,360
186500,2400,300
246500,8700,300
146500,1380,360
86500,2700,360
76500,2880,180
176500,2820,360
776500,11820,300
256500,17880,360
446500,6780,360
246500,3480,360
256500,3960,360
306500,3660,360
156500,2220,360
86500,2820,360
806500,42360,180
176500,6000,360
616500,11700,240
246500,5160,360
306500,2820,360
726500,4920,360
456500,780,180
266500,3000,360
1126500,16380,360
486500,33600,360
406500,10980,360
296500,0,360
206500,8220,360
46500,1680,360
436500,9780,300
326500,17820,360
486500,7260,360
426500,4500,360
526500,4800,360
76500,1200,360
276500,0,360
146500,2760,360
256500,7860,360
236500,3480,360
76500,1440,360
256500,2940,360
166500,2100,360
176500,3120,240
116500,2100,360
456500,6780,360
206500,3660,360
296500,2940,360
546500,6360,360
326500,5220,360
96500,3060,360
726500,0,300
286500,10560,360
286500,4620,300
136500,4860,216
196500,6000,180
456500,0,324
146500,6900,360
706500,7620,360
156500,2100,360
496500,9480,360
276500,3240,360
186500,0,360
246500,9000,360
456500,16800,360
186500,2160,360
466500,10200,180
186500,4200,360
236500,2640,360
186500,4020,360
596500,8700,360
156500,3300,240
186500,5460,360
176500,5940,360
206500,2460,360
296500,3900,360
306500,5820,180
256500,3180,360
206500,0,360
936500,13620,360
506500,27780,360
366500,12060,360
196500,4860,180
216500,0,360
126500,1200,360
1416500,17880,360
576500,15480,360
316500,7500,360
316500,5280,360
306500,0,360
326500,3900,360
606500,10020,360
566500,6360,360
436500,10500,360
386500,4560,360
466500,5220,360
366500,5700,360
216500,4020,360
556500,7260,360
436500,3900,360
536500,7200,360
56500,420,360
346500,7440,360
266500,3360,360
206500,4440,360
356500,0,360
186500,2100,360
276500,2760,360
366500,7500,360
126500,2040,360
616500,6420,360
76500,960,300
246500,3540,240
146500,6360,360
296500,8760,180
426500,5520,360
226500,2880,360
116500,2040,300
266500,6120,240
306500,11220,180
246500,3000,360
96500,1740,180
206500,3900,180
136500,7200,360
956500,18060,360
136500,3480,360
106500,1800,360
266500,8520,180
306500,3240,360
486500,7860,360
286500,8820,360
516500,4500,360
296500,4080,360
396500,9420,360
446500,12420,360
286500,19200,180
376500,4500,360
326500,27480,360
276500,4920,360
246500,7740,360
216500,4800,360
226500,2220,360
486500,4920,360
176500,2100,360
336500,4920,360
256500,4920,360
386500,5760,360
126500,3960,360
86500,4680,360
526500,0,360
416500,7320,360
276500,8940,180
296500,0,360
256500,4620,324
486500,18600,360
306500,24240,360
96500,1200,360
106500,1740,360
726500,121620,360
176500,2220,360
176500,2760,360
416500,8700,180
466500,8760,180
86500,9360,180
356500,5880,360
526500,6900,360
466500,1380,360
876500,2280,360
676500,6240,360
146500,7860,360
136500,2040,300
206500,6360,360
416500,7860,360
196500,2820,360
1606500,21660,360
376500,9000,360
106500,4020,360
266500,4200,180
696500,15480,360
596500,8460,300
216500,11280,360
696500,13620,360
386500,5340,360
276500,4260,360
936500,5580,180
216500,4800,360
626500,8460,360
216500,4500,360
126500,4260,180
656500,12720,180
276500,5460,360
36500,960,300
346500,7800,360
246500,3060,360
226500,3000,360
246500,2160,360
346500,0,360
406500,8460,360
1596500,17280,360
116500,3000,360
436500,3540,360
566500,6480,360
376500,9120,360
196500,3780,300
106500,1680,360
546500,9600,360
136500,7260,156
356500,7140,360
376500,6540,360
146500,3600,360
646500,7440,360
356500,0,360
136500,4740,360
236500,5700,360
256500,2940,360
176500,5760,360
426500,11160,360
166500,3300,360
406500,2820,360
186500,5760,240
256500,3540,360
146500,25320,360
196500,0,360
456500,3420,360
516500,6960,360
276500,5700,240
136500,8040,180
286500,9420,360
186500,6060,360
86500,2700,360
176500,4020,180
176500,3960,360
356500,4500,300
356500,8880,360
266500,4080,168
106500,3660,360
196500,4260,360
176500,4140,360
1306500,25200,360
126500,4440,144
356500,0,360
166500,2400,360
76500,2280,360
166500,2100,360
316500,3420,360
586500,5880,360
616500,10140,360
156500,1680,360
496500,6480,360
196500,3600,300
586500,7260,360
596500,5760,360
436500,0,360
226500,13260,360
806500,10260,360
326500,3720,360
196500,5820,360
566500,7020,360
206500,3960,360
326500,4020,360
176500,3540,360
106500,1980,180
186500,7260,120
